period,accountsReceivableTradeNet,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,deferredIncomeTax,intangiblesNet,longTermDebt,longTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,payableAccrued,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,unrealizedGainLoss,costofRevenueTotal,depreciationAmortization,dilutedAverageShares,dilutedEPS,grossProfit,interestIncExpNetNonOperatingTotal,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,cash,minorityInterest_x,totalPreferredSharesOutstanding,treasuryStockCommon,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,minorityInterest_y,otherOperatingExpensesTotal,totalAdjustmentstoNetIncome,accountsPayable,shortTermInvestments,accruedExpenses,accumulatedDepreciationTotal,goodwillNet,prepaidExpenses,propertyPlantEquipmentTotalGross,eSOPDebtGuarantee,preferredStockNonRedeemableNet,otherRevenueTotal,redeemablePreferredStockTotal,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,minorityInterest,deferredTaxes,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherEarningAssetsTotal,totalDeposits,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,deferredPolicyAcquisitionCosts,cashPayments,cashReceipts,totalUtilityPlantNet,otherBearingLiabilitiesTotal,totalShortTermBorrowings,equityInAffiliates
2019-12-28,105.7,,25.9,25.9,11.6,46.9,28.5,2.7,340.5,12.6,,0.0,0.0,13.1,27.0,15.2,36.9,15.399999999999991,146.0,553.7,535.0,-0.13859,1479.1,579.42559,222.0,452.0,456.7,573.6,64.4,905.5,1479.1,409.8,121.1,,697,,584.01,0.05822,265.9,-15.7,19.7,19.7,24.3,40.1,-0.1,4.6,,962.9,218.7,225.79999999999995,7.2,0.3,-54.50000000000001,9.400000000000002,6,-19.5,-53.800000000000004,71.5,-2.599999999999998,30.900000000000002,,-0.7,-7.900000000000006,,-2.5,40.10000000000001,2.8,0.6999999999999993,-11.599999999999998,BAKK.L,L,,,,,,-0.1,,,,244.4,,1.6,-446.6,651.2,10.6,1000.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,106.2,,28.4,28.4,11.6,16.7,24.9,3.1,374.1,13.0,,0.0,1.2,6.6,33.7,14.5,31.2,18.0,384.9,542.0,526.1,-0.14618,1469.4,579.42559,227.1,408.2,467.1,571.4,58.5,898.0,1469.4,450.4,124.2,,678,,582.686,0.05698,245.0,-9.7,17.2,17.2,19.5,29.3,-0.1,2.3,,923.0,203.0,215.70000000000005,13.1,0.2,-44.4,8.7,8,34.0,-60.6,42.5,-18.1,28.8,,0.1,57.2,,16.0,29.3,2.3,-16.2,-23.2,BAKK.L,L,,,,,,-0.4,,,,,,,,653.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,123.5,237.7,102.0,102.0,52.1,6.3,142.5,870.0,548.6,,,2.0,0.1,35.8,,92.3,49.6,2.5,123.2,502.4,543.6,-0.06302,1822.1,580.80124,400.1,167.3,594.9,833.4,172.0,988.7,1822.1,586.6,126.0,,254.9,,579.9,0.0469,131.6,-14.6,-50.9,-50.9,-53.4,-35.2,-3.6,-2.5,,386.5,166.8,166.79999999999998,,,-15.6,12.0,3.9,-7.7,-15.2,22.7,-39.4,34.8,-1.8,-1.7,-6.0,0.1,-1.9,-50.9,78.2,0.4,0.0,ELM.L,L,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,117.9,237.7,103.9,103.9,52.1,7.1,150.2,958.1,550.8,,,2.2,0.1,31.7,,82.7,40.4,2.5,134.5,513.6,616.4,-0.0894,1905.2,580.518,393.1,175.5,599.9,906.2,168.7,999.0,1905.2,590.6,120.4,,266.6,,590.1,0.05371,157.3,-11.8,6.2,6.2,12.4,37.1,-3.9,6.2,,423.9,120.5,120.19999999999999,-0.3,,-24.700000000000003,11.4,2.9000000000000004,-52.8,-26.2,96.30000000000001,19.799999999999997,35.599999999999994,,-0.7,-36.4,0.1,16.6,6.199999999999996,34.7,-1.5,-16.5,ELM.L,L,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,151.9,237.6,87.3,87.3,52.1,7.4,148.3,966.4,591.1,,,4.8,0.0,30.5,,81.3,48.5,3.0,134.4,522.2,627.8,-0.08425,1957.6,580.394,420.5,177.1,645.6,917.5,178.3,1040.1,1957.6,633.4,154.9,,285.6,,586.9,0.05759,164.1,-13.3,40.2,40.2,48.6,63.8,-1.9,8.4,,449.7,100.0,100.29999999999995,0.3,,-23.4,13.6,-0.7,-32.8,-22.8,47.1,-21.4,34.5,,-0.3,0.0,0.0,-8.8,40.2,-6.2,0.6,-32.8,ELM.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,477.6,1198.0,390.1,390.1,4.8,107.0,358.2,2398,2084.5,38.0,3.3,0.0,47.4,138.8,54.0,142.3,191,9.099999999999966,678.7,467.9,1556.0,-4.38169,6988.8,582.33195,924.2,1259.9,2479.5,2812.8,,4176.0,6988.8,2372.5,486.7,,624.3,191.9,582.1,0.31386,1194.1,64.0,-150.3,-142.8,-161.9,-225.9,,-19.1,,1818.4,926.3,1420.0,293.7,,-93.70000000000002,-23.500000000000007,-24.6,-200.49999999999997,-38.2,235.5,283.6,,,-4.0,-96.00000000000001,1.5,-7.199999999999999,,,55.5,-106.0,GVC.L,L,,43.1,,,,8.1,-7.5,,,335.4,0.0,,,2966.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,429.5,1196.5,397.3,399.4,4.8,88.3,386.9,2616,2216.0,52.3,,0.0,35.3,213.1,206.9,141.7,187,32.30000000000001,655.4,437.3,1798.6,-4.7031,7516.6,581.8925,896.5,1250.4,2582.3,3206.8,0.0,4309.8,7516.6,2494.0,461.8,,598.0,184.3,581.9,0.13284,1184.1,-48.3,-3.4,2.1,-12.3,35.9,0.1,-14.4,,1782.1,922.7,1148.2,40.1,,-86.1,-45.4,-12.9,-132.9,-87.0,201.8,260.1,,,-6.5,-35.3,0.0,-24.6,,,-0.9,-97.6,GVC.L,L,,36.8,,,,1.1,-5.5,,,293.6,2.1,,,3327.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,495.4,189.3,131.2,131.2,9,54.4,26.2,497.1,540.6,9.6,16.8,0.0,,7.4,37.0,52.3,16.3,0.0,410.6,98.8,400.4,-1.10957,1783.0,334.63428,634.5,472.4,640.2,635.7,7.9,1147.3,1783.0,585.8,495.4,,,19.2,337.3,0.26602,,-11.6,89.2,89.1,118.2,129.8,,29.1,,674.6,,544.8,0.7,42.0,-40.4,9.899999999999999,14.299999999999999,79.8,-167.5,154.8,-53.1,12.3,-0.7999999999999998,-2.9000000000000004,99.99999999999999,0.0,64.2,129.79999999999998,23.8,-127.1,-19.4,HSV.L,L,,10.6,,,,0.8,0.1,524.1,,,,,,509.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,382.9,189.2,67.0,67.0,9,47.4,26.8,440.9,423.8,14.5,26.1,0.0,,1.0,40.6,14.0,14.0,9.600000000000023,325.5,97.2,358.0,-0.79643,1482.5,334.61757,467.4,373.9,518.4,596.8,7.9,885.7,1482.5,471.0,392.5,,,16.3,336.7,0.05896,,-9.1,16.8,16.7,19.7,28.8,,3.0,,457.7,,428.9,3.6,31.8,-42.1,8.3,15.9,5.5,-50.1,37.2,-39.4,11.2,-7.7,1.8,70.2,-2.9,-5.6,28.8,4.8,-8.0,-54.1,HSV.L,L,,0.0,,,,5.1,0.1,403.9,,,,,,422.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,424.6,180.7,72.6,72.6,9,40.2,26.4,418.6,336.4,19.8,27.5,0.0,,11.7,22.9,23.3,13.8,0.0,382.3,42.8,400.8,-0.64092,1434.6,332.49038,504.2,434.2,377.3,613.4,7.0,821.2,1434.6,337.1,424.6,,,14.3,336.0,0.26672,,-7.8,93.2,93.6,120.2,128.0,,26.6,,599.3,,471.3,-4.6,26.5,-81.3,3.4000000000000004,20.4,20.4,-119.7,117.9,-49.89999999999999,4.5,7.700000000000001,-1.5,28.0,1.9000000000000001,17.1,128.0,8.8,-38.4,-17.200000000000003,HSV.L,L,,0.2,,,,0.6,-0.4,461.0,,,,,,407.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,36.442,60.695,89.947,89.947,8.158,21.488,33.229,280.94,229.679,46.996,,0.0,0.0,127.491,-61.732,2.317,4.393,9.842999999999996,,20.438,170.531,-3.10998,653.395,81.57803,152.997,173.183,267.567,174.865,,478.53,653.395,246.079,46.285,,63.424,14.023,138.05708,0.06829,32.839,5.349,-164.804,-163.851,-163.971,-168.373,-0.947,-0.12,,96.263,19.8,201.21200000000002,171.012,,-1.189,4.044,2.179,132.09,-98.664,22.914,6.034,16.971,-6.504,0.58,99.166,52.434,56.92,-168.373,168.282,-97.475,-13.006,HYVE.L,L,,23.722,,-2.787,,-3.524,-0.953,-0.099,,7.19,,17.014,,147.631,16.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,36.009,279.756,33.027,33.027,7.416,17.5,40.655,270.608,127.205,43.874,,0.0,1.671,103.462,-58.635,1.906,12.342,3.6910000000000025,,5.167,73.212,-2.44891,637.312,74.16185,95.351,145.781,144.705,298.962,,338.35,637.312,127.205,39.7,,65.734,13.302,130.57219,0.09805,47.196,-2.808,3.724,3.732,6.858,10.147,-0.481,3.126,,112.93,17.788,37.04900000000001,5.595,,-1.6789999999999998,3.502,5.087,-8.753,-9.604000000000003,18.656,-10.762,13.502,-4.087000000000001,-0.156,2.0,0.0,0.14300000000000068,10.147,5.769,-7.925000000000001,-6.666,HYVE.L,L,,22.803,,-2.787,,1.149,-0.008,-0.785,,4.823,,19.996,,209.97,20.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,35.194,279.756,32.884,32.884,7.416,,44.457,282.077,141.833,48.053,,0.0,0.023,123.426,-63.569,2.195,13.72,7.614999999999995,,4.913,76.276,-2.62488,656.694,74.16185,98.257,147.745,141.833,297.085,,359.609,656.694,141.833,42.809,,67.609,12.026,130.72698,0.0868,40.184,-2.547,-0.576,0.396,1.855,4.025,0.377,1.459,,107.793,20.658,36.159000000000006,6.876,,-2.097,2.872,6.461,-1.549,-25.523,10.149,-3.99,13.53,-4.265,0.158,10.127,0.0,-16.765,4.025,-3.416,-23.426,-7.411,HYVE.L,L,,23.379,,-2.794,,-3.252,-0.972,-0.149,,6.88,,17.439,,209.674,22.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,97.316,10.687,10.687,24.868,,,,,446.663,,0.0,0.001,30.218,,0.0,,,,,305.024,5.44691,457.426,78.43121,10.763,30.218,0.0,427.208,,30.218,457.426,0.0,0.075,,1.19,,96.71753,-2.279,-219.99,,-220.419,-220.419,-220.537,-220.537,,-0.118,,-218.8,0.547,0.5470000000000002,,,,0.325,,-180.002,172.453,-0.891,0.812,,,,30.0,-210.002,-8.44,-220.537,218.834,172.453,,JII.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,97.316,19.127,19.127,31.404,,,,,832.588,,0.0,,0.225,,0.118,,,,,728.909,8.20109,857.972,104.57494,25.384,0.225,0.0,857.629,,0.343,857.972,0.0,6.257,,0.897,,104.57494,0.08104,8.642,,8.475,8.475,8.177,8.177,,-0.298,,9.539,0.465,0.4650000000000001,,,,0.361,,-16.5,31.876,-0.122,1.0130000000000001,,,,,0.0,15.254000000000001,8.177000000000007,-9.311999999999998,31.876,,JII.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,97.316,3.873,3.873,31.404,,,,,862.057,,0.0,,0.519,,,,,,,720.434,8.12005,866.173,104.57494,4.116,17.019,0.0,849.154,,17.019,866.173,0.0,0.243,,0.276,,104.57494,0.75553,79.802,,79.009,79.009,79.425,79.425,,0.416,,80.078,0.377,0.377,,,,0.15,,16.5,-14.32,-0.712,0.013,,,,16.5,0.0,1.468,79.425,-80.15,-14.32,,JII.L,L,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,65,2228,22,189.0,332,349,189,339,93,24,27,0.0,210,378,69,174,416,177.0,,4904,3196.0,1.44408,11312.0,2110.0,3186,2833,2663.0,5802.0,2485,5510.0,11312.0,2314.0,242,,3482,,2101.0,0.09852,2034,-91,-163.0,-163.0,-142.0,-52.0,1,21,,5516.0,1752,2086.0,348,,-179,105,121,-336.0,-111,318.0,-183.0,275,-105,-61,-161,0,-190.0,-45,271,68,-70,KGF.L,L,167.0,,,-23,,-3,,-11,,1242.0,,864.0,-2553.0,2416,60.0,7457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,415,2228,385,385.0,332,365,242,374,97,21,40,0.0,120,251,392,169,428,3.0,2554.0,5386,3452.0,1.68957,12376.0,2110.0,3688,3170,2782.0,6378.0,2765,5998.0,12376.0,2417.0,418,,3776,,2112.0,0.134,2221,-86,171.0,171.0,245.0,328.0,3,74,,5997.0,1810,1893.0,93,,-163,95,34,-421.0,-27,579.0,-51.0,270,-95,25,-159,-10,156.0,328,32,136,-157,KGF.L,L,,,,-26,,0,,-10,,,,,,2439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,406,2228,229,229.0,332,309,192,371,139,23,41,0.0,115,166,220,160,333,1.0,2415.0,5319,3394.0,1.58389,11848.0,2110.0,3325,2890,2766.0,6149.0,2574,5699.0,11848.0,2457.0,407,,3503,,2117.0,0.12376,2102,-94,-13.0,-13.0,20.0,111.0,3,33,,5605.0,1785,1991.0,225,,-168,186,55,-300.0,-119,472.0,-91.0,274,-186,-5,7,-50,48.0,111,178,49,-71,KGF.L,L,,,,-25,,-3,,-16,,,,,,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,66.3,334,,26.4,48.7,60.9,59.3,92.7,1023.7,,,0.0,,182.4,-114.7,61.1,26.3,7.900000000000006,212.1,2481.3,15.5,0.64059,2969.4,634.1,138.8,455.4,1725.3,729.2,38.2,2240.2,2969.4,1664.4,74.2,557.6,,,632.7,0.0275,,-50.9,-28.0,-28.0,-33.2,19.4,-1.7,-5.2,,510.5,,491.1,38.4,,-45.1,45.8,5.1,-91.9,20.6,58.1,-12.6,27.6,-45.8,,-15.7,0.0,-13.2,57.8,-14.7,65.7,-30.4,MARS.L,L,24.4,,0.075,-111.9,,,,452.7,,,2,,,230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,90.9,334,37.6,39.6,48.7,54.9,63.9,88.5,1025.6,,,0.0,2.7,188.5,-125.9,110.0,16.8,0.0,248.3,2350.4,67.4,0.77638,2860.1,634.1,174.1,491.7,1438.3,811.1,43.6,2049.0,2860.1,1383.4,90.9,598.9,,,632.6,0.0656,,-79.3,-34.5,-34.5,-39.1,40.8,-0.6,-4.6,,620.4,,579.6,61.8,,-59.400000000000006,30.60000000000001,5.0,-211.79999999999998,-38.60000000000001,128.8,11.6,22.1,-31.299999999999997,,-163.5,0.1,-121.6,102.6,-7.5,20.799999999999983,-17.1,MARS.L,L,159.2,,0.075,-112.0,,,,517.8,,,2,,,230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,94.4,334,,161.2,48.7,183.6,72.1,70.2,1059.1,,,0.0,,153.3,-127.8,95.2,14.3,0.0,236.4,2438.0,131.0,0.944,3055.5,634.0,302.7,573.3,1599.5,899.0,47.1,2156.5,3055.5,1415.9,94.4,625.2,,,641.3,0.04709,,-45.5,16.5,16.5,19.1,65.6,-1.0,2.6,,553.1,,487.5,10.5,,-74.4,43.8,4.0,-22.4,73.4,66.8,-16.7,21.1,-44.2,,52.2,0.0,117.8,76.1,-13.7,147.8,-30.4,MARS.L,L,159.2,,0.1,-112.1,,,,477.0,,,2,,,230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,13.5,101.6,,146.5,43,1.6,0.0,4.3,198.1,51.6,58.9,0.0,,28.5,,,13.6,0.5999999999999996,77.4,8.6,550.5,1.28457,1006.6,537.76692,869.6,107.5,205.6,695.1,709.0,311.5,1006.6,204.0,14.1,,109.0,1.4,537.4,-0.01191,-7.9,-2.1,-74.5,-74.5,-91.3,-89.2,,-16.8,,101.1,19.8,81.30000000000001,63.4,1.4,-0.4,1.5,3.7,188.0,-23.1,-55.1,-27.2,1.3,0.0,,188,,109.8,-74.5,43.9,-22.7,0.0,MCS.L,L,146.5,0.0,,,,,0.0,-3.3,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,12.9,101.6,,36.7,43,,2.6,24.2,9.6,28.9,43.0,0.0,,37.8,,,,0.0,94.6,1.3,624.4,1.30851,913.6,537.32943,774.5,132.4,9.6,769.0,724.9,144.6,913.6,9.6,12.9,,378.6,,537.3,0.06663,65.9,-2.6,32.4,32.1,39.8,42.4,,7.7,,444.5,26.3,23.5,3.0,1.9000000000000001,-1.1,1.4000000000000004,4.6000000000000005,-88.9,-29.3,123.10000000000001,86.80000000000001,0.6000000000000001,-1.4,,-77,,4.899999999999999,32.1,1.6999999999999997,-28.2,-10.5,MCS.L,L,36.7,0.0,,,,-6.6,0.3,0.8,,,,,,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,10.2,101.6,,31.8,43,10.0,2.3,25.2,77.8,0.6,25.3,0.0,,31.0,,,,0.0,94.1,1.9,602.1,1.26515,963.3,537.32943,868.6,135.1,87.8,746.7,826.6,216.6,963.3,77.8,10.2,,241.5,,538.7,0.02469,39.0,-2.4,2.7,2.8,3.6,6.0,,0.8,,280.5,20.5,33.0,14.3,1.3,-0.7,2.3,6.2,17.2,-0.7,-41.7,-50.2,0.5,,,36,,-25.2,2.8,3.9,,-18.8,MCS.L,L,31.8,1.4,,,,,-0.1,-1.8,,,,,,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,133.6,14.8,,15.8,41.9,15.2,32.8,12.9,146.0,3.3,0.5,0.7,,46.5,44.4,14.3,50.6,3.5,157.3,369.3,472.5,0.59514,1055.9,419.4,322.2,219.7,245.4,559.6,169.3,496.3,1055.9,229.5,137.1,,,,414.2,0.04544,,-5.4,8.2,8.2,2.2,22.4,,-6.0,,530.3,,507.9,0.0,7.199999999999999,-29.799999999999997,5.499999999999999,-0.40000000000000036,-41.5,-34.400000000000006,70.80000000000001,17.299999999999997,27.0,,-1.0,-32,0.0,-6.1,22.4,-3.0999999999999996,-4.6,-9.5,SNR.L,L,15.8,,,-14,-14.8,-0.2,,508.1,1.0,,,,,297.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,178.5,14.8,,24.0,41.9,0.3,45.0,19.5,195.3,3.2,0.2,2.8,,37.1,59.9,14.5,32.4,1.8000000000000114,200.0,390.1,455.4,0.53407,1146.9,419.41808,387.0,240.2,292.3,558.0,182.7,588.9,1146.9,289.2,180.3,,,,422.7,0.06017,,-5.5,20.0,20.0,26.5,39.2,,6.5,,580.4,,541.2,,8.0,-35.0,5.7,5.7,-7.0,-34.3,45.1,-22.9,25.5,,0.4,21,-6.3,4.2,39.2,-4.7,0.7,-21.7,SNR.L,L,24.0,,,-14,-7.2,-0.2,,541.4,,,,,,314.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,106.4,8.4,348.3,348.3,3.2,42.5,0.0,9.5,667.5,16.3,24.8,,2.9,101.5,-34.9,532.1,33.3,0.0,,914.9,-37.3,-0.34825,1517.1,550.18701,466.4,447.7,710.0,-130.2,8.8,1647.3,1517.1,667.5,106.4,,,59.4,549.9,0.08056,,-12.5,-19.0,-18.0,-25.3,-9.5,-3.3,-7.3,,617.4,,626.9,49.9,2.3,-42.0,4.399999999999999,-8.9,174.8,-44.4,103.6,8.299999999999997,56.1,11.0,0.0,184.70000000000002,0.0,234.0,4.8999999999999915,32.0,-2.4000000000000004,-20.900000000000002,SGC.L,L,,,,-69.6,,-5.3,-0.3,522.9,,303.7,,,,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,107.4,8.4,114.3,114.3,3.2,45.1,0.0,9.1,398.0,28.1,41.3,0.0,7.7,71.4,2.9,353.0,7.0,0.0,,896.6,103.4,-0.02181,1272.8,550.18701,239.5,408.4,508.2,48.3,10.1,1224.5,1272.8,463.1,107.4,,,55.7,565.7,0.09899,,-9.9,54.8,55.4,65.9,78.9,-3.1,10.5,,800.2,,721.3,0.5,2.2,-56.8,18.0,8.9,-65.7,-51.4,61.0,-57.4,53.1,0.0,0.0,-13.8,-30.2,-56.1,64.7,-1.6,5.4,-21.7,SGC.L,L,,,,-69.6,,-12.3,,677.4,,291.9,,,-740.1,51.2,,1636.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,133.3,8.4,170.4,170.4,3.2,21.8,13.7,9.7,411.2,19.9,34.6,0.0,13.5,56.2,18.8,273.0,16.0,0.0,,834.0,137.4,0.11787,1296.9,572.64105,331.5,470.6,433.0,128.4,14.3,1168.5,1296.9,411.2,133.3,,1172.1,99.1,576.6,0.32726,706.8,-22.6,21.6,101.7,101.2,129.6,-5.8,-0.5,,1878.9,81.4,577.2,66.5,5.199999999999999,-39.7,8.900000000000002,1.0,-198.0,53.699999999999996,121.0,-17.599999999999994,65.9,-0.1,0.6000000000000001,-174.8,-1.4,-22.699999999999996,11.700000000000003,55.8,93.39999999999999,-21.700000000000003,SGC.L,L,,0.0,,-39.4,0.0,-23.3,-2.0,353.5,,392.6,,,-744.6,51.2,,1578.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,218.592,1153.817,,514.659,368.546,5.176,273.331,,801.772,143.124,0.0,0.0,28.54,9.185,0.603,218.671,668.616,148.96,170.017,2700.901,1543.591,4.25484,4755.719,736.89359,1243.078,192.848,814.631,3135.361,315.274,1620.358,4755.719,809.455,367.552,68.804,726.877,,736.894,0.09123,327.306,-89.879,64.525,56.501,127.881,216.877,0.883,71.38,50.737,1054.183,52.237,110.42900000000009,6.122,,-181.958,19.723,63.984,-87.084,-159.186,422.518,-33.726,252.411,-19.696,1.835,20.349,,178.083,56.501,192.582,22.772,-87.737,FRES.L,L,1.49,126.053,,,,,8.024,1.333,,,513.169,8.47,,,17.053,,,,,,,,,,,,,,,-45.25,,,,,,,,,,,,,,,,,,,
2019-12-31,206.982,1153.817,,336.576,368.546,4.535,321.347,,801.239,123.024,23.014,0.0,25.181,5.78,0.807,241.76,724.708,287.784,159.768,2813.417,1566.756,4.26745,4831.15,736.89359,1146.987,180.076,813.783,3144.66,272.12,1686.49,4831.15,809.248,494.766,54.734,861.479,,736.894,0.18162,256.197,19.714,133.832,134.9,124.701,106.431,-1.444,-10.199,73.868,1117.676,65.22,149.76599999999996,,,-310.91200000000003,20.138000000000005,52.07299999999999,-3.455999999999989,-289.863,268.21299999999997,-101.201,249.60399999999998,17.817,-0.378,-2.1510000000000002,,-25.48400000000001,134.89999999999998,60.97399999999999,21.048999999999996,-19.122,FRES.L,L,3.347,134.059,,,,,-1.068,10.678,,,333.229,9.993,,,18.344,,,,,,,,,,,,,,,-76.064,,,,,,,,,,,,,,,,,,,
2019-06-30,192.404,1153.817,,362.06,368.546,4.097,372.262,,800.591,109.02,,0.0,23.091,9.283,-3.182,206.345,683.041,281.851,137.536,2711.512,1454.054,4.0958,4655.373,736.89359,1151.8,155.733,811.952,3018.166,269.322,1637.207,4655.373,807.855,474.255,44.931,796.453,,736.894,0.09522,205.512,3.256,70.165,70.914,54.054,65.299,-14.501,-16.86,84.045,1001.965,54.067,140.21300000000008,,,-248.352,36.931,127.986,-147.217,-219.613,167.696,-148.387,241.074,-21.63,0.409,-2.53,,-198.725,70.914,114.144,28.739,-123.057,FRES.L,L,4.343,95.012,,,,,-0.749,2.101,,,357.717,4.817,,,23.072,,,,,,,,,,,,,,,-110.049,,,,,,,,,,,,,,,,,,,
2019-06-30,675.5,197.7,591.2,591.2,55.5,98.2,0,11.8,100,108.6,238.4,449.6,,412.7,,103.8,8.3,4.899999999999977,,16.2,498.5,5.22639,2765.1,111.03262,2222.2,1809.6,647.8,751.7,876.7,2013.4,2765.1,100.0,680.4,,1229.8,,110.7345,0.59241,137.4,-1.2,43.3,43.3,50.9,54.1,-2,7.6,,1367.2,76.1,83.29999999999995,17.6,,-0.7000000000000002,11.400000000000002,2.8999999999999995,-24.900000000000006,-10.700000000000001,19.6,-17.099999999999994,3.4,,,0,0.6,-16.0,74.5,-41.199999999999996,-10,-25.500000000000007,GFRD.L,L,,,,,,-10.4,,,,309.7,,539.4,,159.6,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,176.1,153,62.0,129.1,67.3,11.4,0.8,78.5,3.9,2.3,0.7,0.0,,12.7,56.5,7.9,31.9,4.200000000000017,121.2,391.4,931.1,5.38636,1417.1,166.94008,682.1,145.3,50.7,1207.9,350.8,209.2,1417.1,39.3,180.3,,330.3,14.0,166.1,0.22938,120.8,-0.2,9.9,11.0,5.5,5.7,,-5.5,,451.1,,115.09999999999997,19,14.0,-22.200000000000003,0.5,4.1,-14.799999999999997,-30.599999999999998,84.29999999999998,23.6,23.599999999999998,-0.5,2.6,-5.5,-0.49999999999999956,41.5,5.699999999999996,17.4,-8.4,-8.3,HTG.L,L,66.6,15.9,,,,,-1.1,82.1,,,0.5,,,230.2,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
